Student_ID,First_Name,Last_Name,Email,Gender,Department,Grade,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Age,Math_Score,assi_Math,Science_Score,assi_Science,English_Score,assi_English,Social_Studies_Score,assi_Social_Studie,French_Score,assi_French,Computer_Science_Score,assi_Computer_Science,last_score,Study_Hours_per_Week,Stress_Level (1-10),Sleep_Hours_per_Night,assi_late,non-academic_attendance,academic_attendance,lms_login_freq_per_day,lms_active_avg_hrs,resource_access_avg_hrs
S2073,John,Brown,student1073@university.com,Male,5th Grade,C,Yes,Yes,Bachelor's,High,10,72.0,71.9,73.0,67.0,73.33333333,59.7,76.33333333,70.7,75.66666667,90.2,75.66666667,60.4,70.7,29.3,3,6.8,0.0,93.66666667,92.0,2.666666667,1.766666667,1.1
S2073,John,Brown,student1073@university.com,Male,Middle School,C,Yes,Yes,Bachelor's,High,12,72.0,66.7,73.0,69.7,72.5,71.1,75.0,60.7,82.5,97.7,82.0,76.5,73.9,29.3,3,6.8,0.0,91.5,87.5,2.05,1.6,1.35
S2075,Ahmed,Davis,student1075@university.com,Male,6th Grade,F,Yes,Yes,High School,High,12,37.0,27.2,56.0,54.1,43.0,26.5,53.0,41.7,65.0,72.3,45.0,43.4,52.9,10.2,6,4.8,,,,,,
S2077,Ali,Davis,student1077@university.com,Male,6th Grade,D,No,Yes,Master's,High,12,60.5,56.8,55.5,58.8,57.5,58.8,59.5,48.0,65.5,72.6,61.0,54.1,61.9,24.2,5,6.5,0.0,85.0,79.0,1.55,1.55,0.85
S2077,Ali,Davis,student1077@university.com,Male,Middle School,D,No,Yes,Master's,High,12,64.5,54.5,66.0,48.5,64.5,63.6,59.0,61.8,69.5,82.8,63.5,51.3,60.6,24.2,5,6.5,0.0,77.0,75.0,1.25,1.35,0.75
S2081,Ahmed,Jones,student1081@university.com,Male,5th Grade,C,No,Yes,PhD,Medium,10,79.5,81.6,71.5,64.5,81.5,82.2,77.0,42.9,80.0,95.2,78.5,61.8,78.4,15.0,5,7.5,0.0,96.0,96.0,2.8,2.05,1.2
S2081,Ahmed,Jones,student1081@university.com,Male,6th Grade,C,No,Yes,PhD,Medium,12,84.0,76.8,79.0,77.1,82.0,76.3,62.0,57.2,67.0,75.0,77.0,62.0,78.2,15.0,5,7.5,0.0,83.0,92.0,1.8,1.9,1.2
S2081,Ahmed,Jones,student1081@university.com,Male,Middle School,C,No,Yes,PhD,Medium,12,72.0,60.2,68.0,73.1,75.0,100.0,78.5,68.9,74.0,77.2,70.5,67.2,66.3,15.0,5,7.5,0.0,100.0,87.5,2.45,1.5,1.15
S2083,Maria,Brown,student1083@university.com,Female,6th Grade,F,No,Yes,PhD,Low,12,91.0,81.9,98.0,90.7,88.0,100.0,75.0,52.9,86.0,97.6,78.0,62.7,88.2,26.7,1,7.9,,,,,,
S2090,Maria,Brown,student1090@university.com,Female,6th Grade,F,Yes,Yes,Bachelor's,Medium,12,55.0,54.4,72.0,56.7,46.0,33.7,59.0,53.9,57.0,68.4,55.0,46.9,54.7,11.6,9,8.4,0.0,84.0,58.0,1.3,1.1,0.8
S2095,Sara,Smith,student1095@university.com,Female,6th Grade,C,No,Yes,PhD,Medium,12,69.0,59.5,87.5,87.9,79.0,80.5,74.0,68.3,78.0,98.2,74.5,59.1,79.3,10.4,9,7.7,0.0,95.0,92.0,1.6,1.75,1.6
S2095,Sara,Smith,student1095@university.com,Female,Middle School,C,No,Yes,PhD,Medium,12,77.0,64.9,83.0,75.4,87.0,80.4,88.0,81.4,81.0,87.1,77.0,69.2,79.1,10.4,9,7.7,0.0,64.0,83.5,2.3,1.75,1.15
S2116,Omar,Davis,student1116@university.com,Male,5th Grade,F,No,Yes,Master's,High,10,94.0,89.2,91.0,79.4,87.0,76.5,100.0,67.4,74.0,82.8,89.0,72.4,81.9,18.7,5,4.9,,,,,,
S2119,Emma,Williams,student1119@university.com,Female,Middle School,F,No,Yes,PhD,Low,12,89.0,84.6,95.0,86.9,100.0,86.3,75.0,75.9,89.0,100.0,79.0,66.2,81.3,5.7,8,5.7,,,,,,
S2122,John,Smith,student1122@university.com,Male,Middle School,F,No,Yes,High School,Medium,12,33.0,26.6,49.0,45.8,59.0,62.6,65.0,51.3,42.0,54.8,54.0,37.2,50.5,25.8,7,6.1,,,,,,
S2124,Emma,Smith,student1124@university.com,Female,5th Grade,F,Yes,Yes,Master's,Low,10,100.0,89.1,91.0,83.2,84.0,76.7,87.0,81.3,98.0,100.0,92.0,69.6,93.0,10.2,9,5.9,,,,,,
S2126,Maria,Williams,student1126@university.com,Female,5th Grade,B,No,No,Bachelor's,High,10,100.0,94.7,80.0,62.2,85.0,93.5,97.0,90.4,90.0,98.8,84.0,70.9,85.7,6.9,9,7.7,0.0,83.0,100.0,3.0,1.9,1.4
S2132,Emma,Johnson,student1132@university.com,Female,Middle School,F,No,Yes,Master's,Medium,12,64.0,47.8,65.0,68.2,62.0,71.0,50.0,37.1,59.0,70.4,57.0,41.5,62.1,13.6,6,5.0,0.0,67.0,83.0,1.1,1.3,1.4
S2141,Ali,Jones,student1141@university.com,Male,6th Grade,F,No,Yes,Bachelor's,High,12,96.0,77.8,100.0,100.0,94.0,100.0,89.0,82.8,100.0,100.0,90.0,86.4,88.2,6.9,2,5.0,,,,,,
S2142,Liam,Jones,student1142@university.com,Female,5th Grade,D,No,Yes,Master's,High,10,70.0,59.2,62.0,63.7,60.0,51.3,64.0,53.1,52.0,53.7,59.0,39.5,60.9,29.1,8,4.9,0.0,75.0,92.0,1.6,1.6,1.0
S2144,Maria,Johnson,student1144@university.com,Female,5th Grade,F,Yes,Yes,PhD,Low,10,54.0,48.4,59.0,49.1,57.0,61.1,56.0,33.3,50.0,53.0,47.0,35.7,49.0,7.0,1,4.1,0.0,84.0,58.0,1.3,1.1,0.8
S2146,Omar,Jones,student1146@university.com,Male,5th Grade,C,No,Yes,PhD,Low,10,71.0,68.4,76.0,71.5,91.0,96.3,88.0,85.8,74.0,93.3,77.0,65.1,76.9,7.6,10,8.1,0.0,89.0,92.0,1.9,1.3,1.0
S2146,Omar,Jones,student1146@university.com,Male,6th Grade,C,No,Yes,PhD,Low,12,75.0,81.4,77.33333333,74.1,67.66666667,62.5,70.0,55.3,75.66666667,88.7,74.0,60.6,73.5,7.6,10,8.1,0.333333333,85.0,75.0,1.566666667,1.933333333,0.933333333
S2146,Omar,Jones,student1146@university.com,Male,Middle School,C,No,Yes,PhD,Low,12,71.0,72.8,73.5,74.4,76.0,67.9,70.5,55.2,70.0,80.8,78.5,60.7,69.8,7.6,10,8.1,0.0,77.5,96.0,1.3,1.65,1.1
S2152,Maria,Smith,student1152@university.com,Female,5th Grade,F,Yes,Yes,Bachelor's,Medium,10,56.0,50.7,55.0,57.1,57.0,71.9,57.0,46.8,54.0,60.7,57.0,43.3,54.5,12.5,6,4.9,0.0,84.0,58.0,1.3,1.1,0.8
S2158,Maria,Williams,student1158@university.com,Female,5th Grade,F,No,Yes,Bachelor's,Medium,10,63.0,58.3,55.0,47.9,58.66666667,60.3,57.66666667,52.5,56.66666667,66.4,67.66666667,52.2,63.8,26.3,1,4.9,0.333333333,89.0,80.66666667,1.333333333,1.133333333,0.866666667
S2158,Maria,Williams,student1158@university.com,Female,6th Grade,F,No,Yes,Bachelor's,Medium,12,51.0,39.3,59.0,57.1,68.0,73.5,63.0,54.7,71.0,82.8,53.0,43.3,58.5,26.3,1,4.9,0.0,75.0,67.0,1.1,1.0,0.8
S2159,Maria,Smith,student1159@university.com,Female,5th Grade,D,No,Yes,PhD,Low,10,78.0,72.3,70.0,70.1,76.0,67.4,74.0,68.9,65.0,76.0,80.0,77.2,77.2,28.6,10,4.9,1.0,81.0,100.0,2.0,1.4,1.3
S2159,Maria,Smith,student1159@university.com,Female,6th Grade,D,No,Yes,PhD,Low,12,67.66666667,60.5,68.66666667,75.4,69.33333333,57.0,72.5,53.3,69.66666667,80.5,71.66666667,60.9,65.4,28.6,10,4.9,0.0,62.0,88.66666667,1.55,1.516666667,1.05
S2159,Maria,Smith,student1159@university.com,Female,Middle School,D,No,Yes,PhD,Low,12,71.0,68.5,67.5,69.3,70.0,63.9,72.75,58.0,67.0,81.1,72.5,67.1,72.2,28.6,10,4.9,0.0,87.5,81.25,1.675,1.625,1.0
S2160,Liam,Williams,student1160@university.com,Female,5th Grade,C,No,No,High School,Medium,10,79.5,67.2,79.0,80.9,77.5,75.6,76.0,65.6,75.0,86.1,74.0,65.0,82.6,13.8,1,4.5,0.0,89.0,92.0,2.2,1.7,1.2
S2160,Liam,Williams,student1160@university.com,Female,6th Grade,C,No,No,High School,Medium,12,74.0,72.8,75.0,72.4,78.33333333,67.4,78.33333333,82.9,80.66666667,87.8,76.33333333,70.0,67.2,13.8,1,4.5,0.0,85.0,94.66666667,1.8,1.633333333,1.266666667
S2160,Liam,Williams,student1160@university.com,Female,Middle School,C,No,No,High School,Medium,12,81.0,87.5,74.33333333,80.5,79.66666667,78.9,81.33333333,70.3,81.33333333,90.3,75.33333333,49.6,75.6,13.8,1,4.5,0.0,91.66666667,83.33333333,2.1,1.5,1.233333333
S2162,Sara,Williams,student1162@university.com,Female,5th Grade,F,No,Yes,PhD,Low,10,100.0,92.0,98.0,96.6,87.0,70.0,82.0,79.9,90.0,93.6,100.0,82.9,95.1,25.2,5,4.1,,,,,,
S2165,Sara,Williams,student1165@university.com,Female,5th Grade,B,No,Yes,Master's,Medium,10,87.0,84.0,87.0,77.7,65.0,53.7,80.0,70.3,91.0,100.0,78.0,72.3,80.5,22.2,10,4.4,0.0,75.0,100.0,1.8,2.1,1.4
S2180,Emma,Davis,student1180@university.com,Female,5th Grade,C,No,Yes,Bachelor's,Low,10,66.5,67.3,69.5,75.9,74.0,79.8,61.0,49.7,70.0,84.5,71.0,57.1,70.2,11.1,4,5.1,0.0,84.0,75.0,1.85,1.7,1.1
S2180,Emma,Davis,student1180@university.com,Female,6th Grade,C,No,Yes,Bachelor's,Low,12,71.75,63.4,72.25,73.8,70.5,75.7,69.5,58.9,73.25,80.0,75.0,72.1,69.6,11.1,4,5.1,0.0,86.25,81.25,1.925,1.325,1.1
S2180,Emma,Davis,student1180@university.com,Female,Middle School,C,No,Yes,Bachelor's,Low,12,71.6,68.3,72.2,66.3,68.6,64.2,74.2,63.6,73.2,82.6,72.6,68.7,72.4,11.1,4,5.1,0.0,80.2,78.2,1.48,1.58,1.1
S2181,Liam,Smith,student1181@university.com,Female,6th Grade,C,No,Yes,PhD,High,12,77.75,72.3,76.0,69.7,74.75,64.3,75.75,70.8,76.25,84.4,74.25,60.3,75.2,28.2,5,8.7,0.0,83.25,77.0,1.575,1.475,1.15
S2181,Liam,Smith,student1181@university.com,Female,Middle School,C,No,Yes,PhD,High,12,79.33333333,74.4,70.33333333,69.4,70.33333333,59.9,71.33333333,72.8,65.66666667,82.8,71.0,57.4,76.0,28.2,5,8.7,0.0,82.66666667,83.33333333,1.4,1.566666667,1.2
S2183,Maria,Jones,student1183@university.com,Female,6th Grade,F,No,Yes,Master's,Medium,12,92.0,79.2,98.0,97.0,95.0,90.6,96.0,86.7,87.0,92.9,72.0,55.7,91.0,15.6,9,6.7,,,,,,
S2188,John,Jones,student1188@university.com,Male,Middle School,F,No,Yes,High School,Low,12,68.0,63.3,57.0,55.9,54.0,59.7,48.0,51.0,57.0,65.9,59.0,46.6,58.5,11.4,6,5.3,,,,,,
S2193,Liam,Davis,student1193@university.com,Female,5th Grade,D,No,Yes,PhD,Medium,10,65.0,64.3,68.0,67.2,75.0,83.2,72.0,55.7,72.0,82.1,59.0,43.6,66.9,8.4,8,4.6,0.0,67.0,92.0,1.4,1.8,1.1
S2193,Liam,Davis,student1193@university.com,Female,6th Grade,D,No,Yes,PhD,Medium,12,70.0,76.6,60.0,68.7,58.0,52.7,66.0,54.6,60.0,72.8,72.0,62.9,62.4,8.4,8,4.6,0.0,75.0,83.0,2.4,1.8,1.1
S2193,Liam,Davis,student1193@university.com,Female,Middle School,D,No,Yes,PhD,Medium,12,72.0,74.5,67.5,71.8,64.0,52.4,73.0,58.4,60.5,68.9,67.0,49.3,65.6,8.4,8,4.6,0.0,79.0,87.5,1.85,1.7,0.85
S2194,Sara,Smith,student1194@university.com,Female,Middle School,B,No,Yes,Master's,Medium,12,80.0,91.5,93.0,90.4,85.0,86.8,77.0,69.7,80.0,83.2,91.0,79.8,85.9,10.2,7,7.7,0.0,83.0,100.0,3.0,1.9,1.4
S2203,Sara,Brown,student1203@university.com,Female,5th Grade,D,No,Yes,Bachelor's,Medium,10,60.0,49.6,61.5,65.1,71.0,62.5,55.5,45.8,68.0,76.8,63.5,56.7,61.6,14.0,4,6.1,0.0,75.0,87.5,1.55,1.7,1.0
S2203,Sara,Brown,student1203@university.com,Female,6th Grade,D,No,Yes,Bachelor's,Medium,12,64.0,66.4,60.0,50.7,65.5,59.9,66.0,63.2,65.5,70.4,67.5,48.7,65.9,14.0,4,6.1,0.0,71.0,96.0,1.45,1.7,0.85
S2204,Ahmed,Brown,student1204@university.com,Male,Middle School,F,No,Yes,Master's,Low,12,100.0,94.3,94.0,92.7,92.0,100.0,99.0,79.5,95.0,100.0,100.0,92.1,100.0,13.1,3,7.6,,,,,,
S2209,Ahmed,Johnson,student1209@university.com,Male,5th Grade,D,No,Yes,PhD,High,10,72.0,84.4,67.0,76.1,71.0,78.3,67.0,58.9,64.0,80.4,68.0,59.9,71.7,8.9,2,8.5,0.0,83.0,83.0,1.2,1.6,0.9
S2209,Ahmed,Johnson,student1209@university.com,Male,Middle School,D,No,Yes,PhD,High,12,66.0,54.8,61.0,57.0,54.0,55.0,60.0,57.7,60.0,60.4,68.0,61.1,60.2,8.9,2,8.5,0.0,83.0,92.0,2.3,1.7,0.9
S2213,Emma,Brown,student1213@university.com,Female,6th Grade,F,No,Yes,High School,Low,12,92.0,78.7,94.0,84.5,99.0,85.9,95.0,67.4,82.0,90.2,100.0,80.6,98.5,17.7,4,5.1,,,,,,
S2221,Sara,Davis,student1221@university.com,Female,5th Grade,D,No,Yes,High School,Medium,10,63.5,54.1,70.0,62.8,68.0,69.4,76.0,82.5,65.5,72.5,68.0,60.5,66.9,20.5,5,6.7,0.0,79.0,83.0,2.05,1.7,1.0
S2221,Sara,Davis,student1221@university.com,Female,6th Grade,D,No,Yes,High School,Medium,12,66.66666667,44.9,65.0,55.1,67.0,76.6,75.33333333,63.7,75.33333333,84.6,74.0,68.1,62.4,20.5,5,6.7,0.0,69.66666667,94.66666667,1.433333333,1.733333333,0.933333333
S2224,Ali,Davis,student1224@university.com,Male,Middle School,F,No,Yes,High School,Medium,12,97.0,85.8,98.0,88.8,100.0,95.5,89.0,62.5,97.0,100.0,100.0,83.9,92.8,20.7,7,6.5,,,,,,
S2234,Sara,Williams,student1234@university.com,Female,5th Grade,D,No,No,Bachelor's,Medium,10,69.66666667,58.6,66.0,60.8,69.0,81.3,65.66666667,58.6,61.83333333,70.1,70.0,69.0,59.5,6.6,4,5.9,0.0,88.0,72.33333333,1.25,1.4,1.016666667
S2234,Sara,Williams,student1234@university.com,Female,6th Grade,D,No,No,Bachelor's,Medium,12,63.0,59.7,66.0,54.0,64.5,76.3,72.0,63.2,70.5,82.9,60.5,51.3,64.7,6.6,4,5.9,0.0,87.5,75.0,0.9,1.2,1.05
S2234,Sara,Williams,student1234@university.com,Female,Middle School,D,No,No,Bachelor's,Medium,12,65.0,63.1,71.66666667,68.8,55.66666667,71.1,58.33333333,50.4,67.33333333,74.2,63.33333333,59.1,63.6,6.6,4,5.9,0.0,74.0,86.0,1.2,1.433333333,0.933333333
S2236,Ali,Davis,student1236@university.com,Male,Middle School,F,No,Yes,Master's,Medium,12,100.0,100.0,100.0,100.0,95.0,97.1,99.0,94.1,89.0,100.0,100.0,85.8,100.0,21.1,6,7.4,,,,,,
S2241,Maria,Johnson,student1241@university.com,Female,Middle School,F,No,Yes,Bachelor's,Medium,12,50.0,54.0,66.0,57.3,67.0,72.0,61.0,59.0,55.0,66.9,48.0,43.4,59.1,23.0,1,8.9,0.0,67.0,83.0,1.1,1.3,1.4
S2256,Emma,Williams,student1256@university.com,Female,Middle School,F,No,Yes,High School,High,12,82.0,71.5,85.0,91.5,79.0,91.9,84.0,75.7,95.0,100.0,92.0,69.3,85.3,13.0,8,5.8,,,,,,
S2259,John,Williams,student1259@university.com,Male,5th Grade,D,No,Yes,PhD,Low,10,70.6,58.3,68.2,68.7,75.6,79.2,68.0,62.9,71.0,85.2,70.6,61.4,74.0,15.0,5,7.4,0.0,82.8,81.6,2.02,1.66,0.96
S2259,John,Williams,student1259@university.com,Male,6th Grade,D,No,Yes,PhD,Low,12,76.5,74.9,66.5,70.5,69.5,64.1,63.0,54.3,70.5,81.1,71.5,56.7,60.7,15.0,5,7.4,0.0,86.5,91.5,1.15,1.5,1.05
S2259,John,Williams,student1259@university.com,Male,Middle School,D,No,Yes,PhD,Low,12,65.33333333,50.1,68.0,60.8,76.33333333,71.4,70.66666667,75.3,71.0,86.5,68.0,53.2,70.8,15.0,5,7.4,0.333333333,81.66666667,91.66666667,1.366666667,1.466666667,1.033333333
S2265,John,Johnson,student1265@university.com,Male,6th Grade,F,No,Yes,High School,Low,12,96.0,100.0,100.0,100.0,83.0,84.6,96.0,72.8,100.0,100.0,88.0,82.9,96.9,13.0,10,6.4,,,,,,
S2267,Maria,Williams,student1267@university.com,Female,6th Grade,F,No,Yes,PhD,Low,12,100.0,100.0,87.0,76.2,98.0,84.8,87.0,77.1,100.0,100.0,95.0,79.1,88.6,29.6,1,8.5,,,,,,
S2276,Ali,Johnson,student1276@university.com,Male,5th Grade,B,No,Yes,High School,Medium,10,75.0,65.9,82.0,84.5,90.0,87.8,80.0,70.5,74.0,84.7,70.0,54.1,83.1,12.9,6,4.8,0.0,75.0,100.0,1.8,2.1,1.4
S2278,Ahmed,Johnson,student1278@university.com,Male,5th Grade,C,No,Yes,High School,Medium,10,77.25,58.0,79.25,77.1,76.75,86.6,75.75,72.4,72.0,82.1,70.25,57.5,76.6,16.6,7,4.1,0.0,79.25,91.75,2.025,1.5,1.05
S2278,Ahmed,Johnson,student1278@university.com,Male,6th Grade,C,No,Yes,High School,Medium,12,70.66666667,76.4,71.33333333,72.0,73.66666667,52.0,75.33333333,59.5,74.33333333,86.5,69.66666667,52.3,70.8,16.6,7,4.1,0.0,83.33333333,94.66666667,1.933333333,1.366666667,1.366666667
S2278,Ahmed,Johnson,student1278@university.com,Male,Middle School,C,No,Yes,High School,Medium,12,69.0,63.1,70.0,59.4,78.5,92.5,71.5,49.3,78.0,92.1,74.0,69.6,76.0,16.6,7,4.1,0.0,84.0,87.5,1.85,1.8,1.05
S2280,Sara,Jones,student1280@university.com,Female,5th Grade,C,Yes,Yes,Bachelor's,Medium,10,83.5,87.4,88.5,78.9,82.5,92.5,77.0,68.5,68.0,71.9,79.0,63.2,88.8,17.1,4,8.0,0.0,96.0,96.0,2.8,2.05,1.2
S2280,Sara,Jones,student1280@university.com,Female,6th Grade,C,Yes,Yes,Bachelor's,Medium,12,67.0,49.4,78.0,78.7,88.0,82.8,65.0,59.0,75.0,93.0,82.0,71.8,76.6,17.1,4,8.0,0.0,89.0,92.0,2.4,1.6,1.6
S2280,Sara,Jones,student1280@university.com,Female,Middle School,C,Yes,Yes,Bachelor's,Medium,12,84.5,73.6,69.5,60.4,80.5,85.0,83.0,83.9,81.5,84.5,72.0,67.5,79.5,17.1,4,8.0,0.0,86.0,92.0,2.15,1.95,1.25
S2294,Maria,Smith,student1294@university.com,Female,Middle School,F,No,Yes,Master's,Low,12,96.0,89.2,86.0,85.5,88.0,87.3,96.0,74.3,97.0,100.0,86.0,70.1,89.7,7.4,8,6.7,,,,,,
S2297,Ali,Johnson,student1297@university.com,Male,5th Grade,D,No,Yes,Bachelor's,Low,10,64.33333333,60.1,66.0,54.3,67.66666667,78.9,63.66666667,64.4,76.66666667,87.5,67.33333333,59.5,64.2,16.3,1,7.0,0.0,90.66666667,91.66666667,1.6,1.5,1.1
S2297,Ali,Johnson,student1297@university.com,Male,6th Grade,D,No,Yes,Bachelor's,Low,12,79.33333333,70.0,72.0,74.6,67.66666667,76.5,76.66666667,85.0,79.0,92.6,73.0,56.5,77.9,16.3,1,7.0,0.333333333,43.33333333,94.33333333,1.866666667,1.5,1.266666667
S2297,Ali,Johnson,student1297@university.com,Male,Middle School,D,No,Yes,Bachelor's,Low,12,71.0,70.9,66.25,55.4,66.75,52.7,71.75,59.9,67.0,84.5,70.25,71.5,65.4,16.3,1,7.0,0.0,83.25,85.25,1.05,1.525,0.9
S2303,Emma,Smith,student1303@university.com,Female,6th Grade,F,Yes,Yes,Master's,Low,12,100.0,84.3,100.0,99.5,99.0,100.0,86.0,65.4,84.0,87.3,97.0,86.5,94.6,9.9,6,4.5,,,,,,
S2308,Ali,Davis,student1308@university.com,Male,5th Grade,F,Yes,Yes,PhD,Medium,10,74.0,67.5,57.0,58.8,56.0,53.5,56.0,45.9,58.0,64.1,55.0,45.5,57.4,28.5,4,6.0,2.0,56.0,83.0,1.4,1.2,0.7
S2308,Ali,Davis,student1308@university.com,Male,6th Grade,F,Yes,Yes,PhD,Medium,12,52.0,49.2,52.0,45.3,56.0,56.3,52.0,45.6,51.0,48.2,57.0,44.2,55.2,28.5,4,6.0,0.0,56.0,83.0,1.2,1.3,0.5
S2310,John,Davis,student1310@university.com,Male,5th Grade,C,No,Yes,Bachelor's,High,10,71.0,70.0,82.5,82.9,80.0,72.3,84.0,77.7,85.0,97.7,91.5,76.6,83.7,10.7,8,8.1,0.0,93.0,96.0,1.75,1.75,1.45
S2310,John,Davis,student1310@university.com,Male,6th Grade,C,No,Yes,Bachelor's,High,12,94.0,93.0,76.0,74.6,81.0,97.0,77.0,62.9,81.0,94.2,76.0,62.4,85.0,10.7,8,8.1,0.0,72.0,75.0,2.5,1.5,1.0
S2310,John,Davis,student1310@university.com,Male,Middle School,C,No,Yes,Bachelor's,High,12,80.66666667,65.9,74.33333333,67.7,68.0,77.4,76.0,78.2,77.33333333,96.4,85.33333333,81.7,74.9,10.7,8,8.1,0.0,73.0,92.0,2.1,1.766666667,1.366666667
S2313,Ahmed,Davis,student1313@university.com,Male,Middle School,D,Yes,Yes,High School,Low,12,45.0,29.5,65.0,55.7,60.0,52.4,60.0,44.0,58.0,67.1,64.0,47.9,57.6,11.4,7,6.0,0.0,75.0,92.0,1.6,1.6,1.0
S2316,Sara,Jones,student1316@university.com,Female,5th Grade,C,No,Yes,Bachelor's,Medium,10,79.0,83.6,76.0,59.9,83.0,69.5,88.0,63.8,73.0,88.8,76.0,64.8,75.3,13.8,10,4.9,0.0,96.0,92.0,1.9,1.5,1.5
S2316,Sara,Jones,student1316@university.com,Female,6th Grade,C,No,Yes,Bachelor's,Medium,12,74.0,71.3,68.0,67.5,87.0,82.5,76.0,74.8,77.0,91.2,85.0,71.6,76.1,13.8,10,4.9,0.0,72.0,75.0,2.5,1.5,1.0
S2316,Sara,Jones,student1316@university.com,Female,Middle School,C,No,Yes,Bachelor's,Medium,12,74.5,63.2,79.0,65.4,79.5,83.0,80.5,53.2,78.5,87.9,81.0,67.8,80.3,13.8,10,4.9,0.0,75.0,92.0,1.7,2.0,1.5
S2317,Liam,Johnson,student1317@university.com,Female,5th Grade,B,No,Yes,PhD,Low,10,76.0,83.0,79.0,76.3,87.0,88.5,74.0,63.2,92.0,98.7,72.0,60.2,83.0,29.9,8,5.3,0.0,75.0,100.0,1.8,2.1,1.4
S2319,John,Jones,student1319@university.com,Male,5th Grade,B,No,No,PhD,Low,10,98.0,91.9,94.0,88.4,83.0,94.3,70.0,84.8,81.0,94.3,79.0,66.1,80.5,11.2,9,5.8,0.0,75.0,100.0,1.8,2.1,1.4
S2323,Emma,Johnson,student1323@university.com,Female,6th Grade,F,Yes,Yes,PhD,High,12,91.0,93.9,90.0,90.7,89.0,95.8,100.0,87.4,100.0,100.0,99.0,87.9,98.3,13.4,3,6.5,,,,,,
S2326,Ali,Davis,student1326@university.com,Male,5th Grade,F,No,Yes,PhD,High,10,55.0,51.6,67.0,62.2,38.0,47.0,64.0,47.5,65.0,80.8,42.0,38.5,60.6,29.8,3,6.3,2.0,100.0,67.0,0.9,1.1,0.8
S2326,Ali,Davis,student1326@university.com,Male,6th Grade,F,No,Yes,PhD,High,12,54.0,66.6,54.0,49.6,47.0,49.7,51.0,44.2,49.0,55.4,69.0,60.3,55.7,29.8,3,6.3,2.0,56.0,83.0,1.4,1.2,0.7
S2332,Omar,Smith,student1332@university.com,Male,5th Grade,F,No,Yes,High School,Low,10,57.0,67.0,60.0,62.3,65.0,51.1,55.0,47.7,61.0,75.8,48.0,25.4,65.2,24.2,3,5.3,0.0,83.0,83.0,0.6,1.2,0.8
S2334,Maria,Smith,student1334@university.com,Female,Middle School,F,Yes,Yes,Master's,Low,12,49.0,43.5,58.0,57.8,59.0,56.6,58.0,51.9,59.0,65.4,57.0,49.6,53.6,29.3,8,8.5,,,,,,
S2337,Emma,Davis,student1337@university.com,Female,5th Grade,B,No,Yes,High School,Medium,10,73.0,75.5,84.0,82.6,76.0,85.5,77.0,72.4,80.0,93.1,78.0,57.6,73.0,15.3,6,5.6,0.0,75.0,100.0,1.8,2.1,1.4
S2340,Omar,Williams,student1340@university.com,Male,5th Grade,D,No,Yes,Master's,Medium,10,60.25,61.1,66.5,66.8,57.5,56.5,54.25,39.6,61.5,71.6,61.5,55.1,53.1,14.3,8,7.3,0.0,83.25,70.75,1.3,1.25,0.925
S2340,Omar,Williams,student1340@university.com,Male,Middle School,D,No,Yes,Master's,Medium,12,65.33333333,71.6,62.0,49.3,59.33333333,63.6,61.66666667,66.7,61.0,69.8,68.0,64.7,68.9,14.3,8,7.3,0.0,88.66666667,88.66666667,1.666666667,1.2,0.833333333
S2344,Omar,Johnson,student1344@university.com,Male,5th Grade,F,No,Yes,PhD,High,10,88.0,74.0,92.0,93.2,90.0,86.1,93.0,83.2,98.0,100.0,84.0,66.3,93.5,22.3,8,6.0,,,,,,
S2345,John,Davis,student1345@university.com,Male,5th Grade,D,No,Yes,PhD,Medium,10,68.0,68.6,59.0,60.6,58.0,47.6,56.0,54.5,69.0,81.1,54.0,44.3,60.4,19.9,3,4.8,0.0,86.0,75.0,1.5,1.2,1.2
S2345,John,Davis,student1345@university.com,Male,6th Grade,D,No,Yes,PhD,Medium,12,56.0,60.5,68.5,59.0,62.5,60.8,58.5,46.4,64.0,68.9,69.5,55.7,64.3,19.9,3,4.8,0.0,80.5,75.0,1.25,1.2,0.85
S2345,John,Davis,student1345@university.com,Male,Middle School,D,No,Yes,PhD,Medium,12,62.0,43.5,68.66666667,64.2,64.66666667,67.1,60.66666667,62.8,66.33333333,70.2,60.0,56.8,59.2,19.9,3,4.8,0.0,86.33333333,86.0,1.466666667,1.166666667,0.8
S2347,Omar,Davis,student1347@university.com,Male,5th Grade,D,Yes,Yes,PhD,Low,10,63.4,49.4,64.2,61.3,68.8,61.9,72.4,61.4,66.0,81.7,64.2,54.6,76.3,29.6,6,4.3,0.0,80.0,83.6,1.46,1.42,0.92
S2347,Omar,Davis,student1347@university.com,Male,6th Grade,D,Yes,Yes,PhD,Low,12,67.5,46.3,67.5,63.8,68.5,65.6,69.5,62.9,74.5,89.0,59.5,58.8,68.4,29.6,6,4.3,0.0,79.5,96.0,1.5,1.55,0.9
S2347,Omar,Davis,student1347@university.com,Male,Middle School,D,Yes,Yes,PhD,Low,12,66.0,59.1,63.0,62.6,67.0,57.4,68.33333333,52.7,65.33333333,75.3,70.0,61.1,67.0,29.6,6,4.3,0.0,83.66666667,88.33333333,1.533333333,1.566666667,0.966666667
